peptide_target	TCGA-EP-A3JL-01A	TCGA-DD-A3A6-01A	TCGA-UB-A7MA-01A	TCGA-BD-A3ER-01A	TCGA-CC-5261-01A	TCGA-K7-A5RF-01A	TCGA-DD-A4NF-01A	TCGA-DD-A11D-01A	TCGA-G3-A7M9-01A	TCGA-DD-A11B-01A	TCGA-ES-A2HS-01A	TCGA-G3-A25W-01A	TCGA-XR-A8TC-01A	TCGA-DD-A39X-01A	TCGA-CC-A8HT-01A	TCGA-FV-A23B-01A	TCGA-G3-A7M7-01A	TCGA-CC-5262-01A	TCGA-G3-A7M8-01A	TCGA-FV-A4ZP-01A	TCGA-DD-A11C-01A	TCGA-DD-A1ED-01A	TCGA-BC-A10R-01A	TCGA-EP-A2KB-01A	TCGA-G3-A5SK-01A	TCGA-ED-A8O5-01A	TCGA-G3-A5SJ-01A	TCGA-DD-A1EC-01A	TCGA-K7-A5RG-01A	TCGA-UB-A7MD-01A	TCGA-CC-A3MC-01A	TCGA-ED-A7PX-01A	TCGA-MR-A8JO-01A	TCGA-BC-A10U-01A	TCGA-DD-A4NP-01A	TCGA-DD-A114-01A	TCGA-RG-A7D4-01A	TCGA-BC-A3KF-01A	TCGA-G3-A25X-01A	TCGA-BD-A2L6-01A	TCGA-DD-A1EF-01A	TCGA-DD-A4NB-01A	TCGA-PD-A5DF-01A	TCGA-MR-A520-01A	TCGA-BC-A110-01A	TCGA-T1-A6J8-01A	TCGA-DD-A1EB-01A	TCGA-FV-A4ZQ-01A	TCGA-CC-A1HT-01A	TCGA-CC-A8HU-01A	TCGA-GJ-A6C0-01A	TCGA-XR-A8TF-01A	TCGA-G3-A25Y-01A	TCGA-CC-A5UE-01A	TCGA-DD-A1EL-01A	TCGA-DD-A73D-01A	TCGA-ED-A7XO-01A	TCGA-CC-A3MB-01A	TCGA-ED-A66Y-01A	TCGA-G3-A7M6-01A	TCGA-BC-A10Q-01A	TCGA-FV-A3R2-01A	TCGA-G3-A3CG-01A	TCGA-HP-A5MZ-01A	TCGA-G3-A3CK-01A	TCGA-DD-A73G-01A	TCGA-DD-A3A3-01A	TCGA-DD-A4NI-01A	TCGA-DD-AA3A-01A	TCGA-DD-A11A-01A	TCGA-CC-A7IG-01A	TCGA-CC-A3MA-01A	TCGA-CC-5258-01A	TCGA-BC-A69I-01A	TCGA-DD-A1EE-01A	TCGA-BC-A3KG-01A	TCGA-BC-A217-01A	TCGA-DD-A4NO-01A	TCGA-DD-A3A8-01A	TCGA-DD-A73C-01A	TCGA-KR-A7K7-01A	TCGA-DD-A73F-01A	TCGA-DD-A118-01A	TCGA-DD-A1E9-01A	TCGA-ES-A2HT-01A	TCGA-FV-A496-01A	TCGA-G3-A7M5-01A	TCGA-UB-A7MF-01A	TCGA-RC-A6M6-01A	TCGA-ED-A82E-01A	TCGA-ED-A66X-01A	TCGA-UB-A7MB-01A	TCGA-ED-A4XI-01A	TCGA-ED-A7XP-01A	TCGA-DD-A4NA-01A	TCGA-DD-A1EH-01A	TCGA-FV-A2QQ-01A	TCGA-CC-A8HS-01A	TCGA-CC-A123-01A	TCGA-BW-A5NO-01A	TCGA-CC-A7IJ-01A	TCGA-UB-A7MC-01A	TCGA-EP-A3RK-01A	TCGA-DD-A4NH-01A	TCGA-NI-A8LF-01A	TCGA-DD-A39Z-01A	TCGA-EP-A2KA-01A	TCGA-WQ-A9G7-01A	TCGA-G3-A3CH-01A	TCGA-DD-A3A9-01A	TCGA-DD-A115-01A	TCGA-GJ-A9DB-01A	TCGA-BC-A10X-01A	TCGA-BC-A216-01A	TCGA-ED-A459-01A	TCGA-BC-4072-01B	TCGA-DD-A1EJ-01A	TCGA-BW-A5NP-01A	TCGA-BC-A10S-01A	TCGA-CC-A8HV-01A	TCGA-DD-A3A7-01A	TCGA-BC-A10Y-01A	TCGA-EP-A2KC-01A	TCGA-BC-A10Z-01A	TCGA-ED-A7PZ-01A	TCGA-DD-A3A1-01A	TCGA-DD-A4NG-01A	TCGA-CC-A5UC-01A	TCGA-EP-A12J-01A	TCGA-ED-A627-01A	TCGA-DD-A116-01A	TCGA-DD-A4NS-01A	TCGA-CC-5263-01A	TCGA-DD-A3A0-01A	TCGA-YA-A8S7-01A	TCGA-CC-A7IL-01A	TCGA-DD-A4NE-01A	TCGA-G3-A25U-01A	TCGA-BW-A5NQ-01A	TCGA-CC-5260-01A	TCGA-ED-A5KG-01A	TCGA-BD-A3EP-01A	TCGA-CC-A7IF-01A	TCGA-CC-A7IK-01A	TCGA-G3-A25Z-01A	TCGA-DD-A39W-01A	TCGA-DD-A4NK-01A	TCGA-DD-A4NR-01A	TCGA-DD-A73B-01A	TCGA-CC-5264-01A	TCGA-BC-A5W4-01A	TCGA-O8-A75V-01A	TCGA-DD-A119-01A	TCGA-BC-A69H-01A	TCGA-DD-A4NJ-01A	TCGA-HP-A5N0-01A	TCGA-BC-A10T-01A	TCGA-ED-A8O6-01A	TCGA-CC-A3M9-01A	TCGA-ED-A7PY-01A	TCGA-G3-A5SL-01A	TCGA-NI-A4U2-01A	TCGA-CC-A7II-01A	TCGA-DD-A3A4-01A	TCGA-EP-A26S-01A	TCGA-G3-A25S-01A	TCGA-G3-A3CI-01A	TCGA-DD-A4NN-01A	TCGA-DD-A39Y-01A	TCGA-LG-A6GG-01A	TCGA-DD-A4NQ-01A	TCGA-DD-A4ND-01A	TCGA-G3-A5SM-01A	TCGA-FV-A2QR-01A	TCGA-DD-A3A5-01A	TCGA-DD-A73E-01A	TCGA-DD-A39V-01A	TCGA-CC-A7IH-01A	TCGA-G3-A25V-01A	TCGA-BC-A8YO-01A	TCGA-FV-A3R3-01A	TCGA-DD-A3A2-01A	TCGA-CC-A5UD-01A	TCGA-BC-A10W-01A
PR	0.51179	0.18451	0.13198	0.57015	0.29552	0.49132	0.49991	0.40171	-0.042741	0.38043	0.27224	0.34308	0.31244	0.39343	0.26328	0.48796	0.41451	0.38875	0.43873	0.30945	0.41427	0.48618	0.60034	0.3157	0.48278	0.39066	0.39067	0.034814	0.49724	0.40609	0.23674	-0.062292	0.53171	0.096409	0.55312	-0.099602	0.36653	0.57205	0.27408	0.41328	0.37572	0.46391	0.30276	0.58107	0.50369	0.5248	0.57015	0.39432	0.12169	0.40226	0.31664	0.4409	0.53983	0.30981	0.2243	0.49654	0.41796	0.42248	0.33936	0.25681	0.57571	0.47518	0.407	0.52675	0.52901	0.39104	0.27595	0.57013	0.16546	0.59441	0.27456	0.32396	0.29119	0.53059	0.37866	0.085395	0.29196	0.48395	0.47323	0.50702	0.26788	0.25779	0.15721	0.43566	0.47229	0.50342	0.43701	0.39074	0.092668	0.04043	0.23617	0.36347	0.45809	0.45868	-0.15873	0.30627	0.61591	0.29085	0.28683	0.32677	-0.060117	0.26876	0.4687	0.013864	0.43281	0.4373	0.29172	-0.00022439	0.56052	0.33757	0.4117	0.31164	0.58403	0.29572	0.33613	0.21595	0.44083	0.26087	0.33531	0.29438	0.399	0.38989	0.47465	0.38994	0.26447	0.34032	0.4688	0.30264	0.42896	0.22151	0.50511	0.43653	-0.054973	0.46158	0.2008	0.41286	0.41327	0.41521	0.20491	-0.042799	0.22962	0.47258	0.40941	0.41618	0.45483	0.40272	0.46382	0.23215	0.44135	0.21364	0.41193	0.4904	0.48	0.30672	0.37398	0.54235	0.56922	0.23689	-0.06984	0.31177	0.53195	0.55838	0.31368	0.56669	0.47119	0.52126	0.60401	0.033663	0.11077	0.49636	0.35976	0.5228	0.51824	0.47751	0.50006	0.48622	0.48843	0.37926	0.39398	0.15038	0.55695	0.63725	0.24835	0.32627
PRAS40	0.1175388	0.1195546	-0.02934966	0.1964764	0.1082466	0.2864769	0.2292896	0.1703889	-0.09290228	0.2203111	0.202752	0.08274389	0.04094546	0.1712212	0.0822195	0.1710846	0.3654579	0.1802863	0.3557128	0.07448364	0.2369042	0.4166294	0.2747154	0.04321606	0.2275484	0.06658673	0.09199936	-0.00514669	0.2594077	0.2620818	0.0438893	0.05543452	0.1374702	0.03550605	0.3196255	-0.04554149	0.1037002	0.3175866	-0.008188787	0.07224077	-0.0041758	0.1426518	0.1046261	0.32958	0.0689161	0.3016544	0.2444127	0.02769914	-0.1350192	0.1160726	0.01530083	0.2146325	0.2092141	0.08318525	0.05712625	0.2270032	0.1124799	0.07693759	0.1214445	0.1305935	0.2923505	0.1205134	0.1432575	0.1423164	0.2802724	0.01918958	0.1261191	0.1896872	0.07625399	0.2393409	0.1378492	0.1894136	0.1066181	0.2917274	0.2302154	-0.06779897	0.07936741	0.1610124	0.2571129	0.1971185	-0.03014219	0.0119884	0.04790956	0.1532228	0.2392442	0.1803538	0.2086325	0.1561078	0.02326697	0.08623286	-0.005554936	0.033656	0.1343897	0.290426	0.06192952	0.02599408	0.1547541	0.0564711	0.05282113	0.06241579	-0.08955869	0.1056108	0.1128068	-0.01269209	0.2499082	0.2115158	0.0904661	0.08659283	0.2093059	0.04905801	0.1765378	0.1183639	0.3845643	-0.05853868	0.05884729	0.03892062	0.06083225	-0.0003562789	0.04153743	0.02123519	0.1497906	0.1366187	0.1793675	0.1369753	0.04528937	0.1153734	0.2708974	0.01637044	0.2407877	0.0007288656	0.1693607	0.1131602	-0.01313514	0.146473	-0.006193729	0.2261576	0.06514674	0.158835	-0.04876749	0.05611799	-0.01324952	0.2409731	0.2053652	0.1165468	0.1933024	0.1370185	0.1648957	0.01112998	0.08586943	-0.02194774	0.1809129	0.1682998	0.2199734	0.1186581	0.07041868	0.1400229	0.2736752	0.03101004	-0.04242783	0.02906461	0.2528091	0.2659914	0.03988984	0.2754369	0.2034735	0.226806	0.4655548	-0.03013346	0.05819995	0.2474719	0.07765236	0.2752379	0.2436139	0.1625628	0.2120177	0.132062	0.1793742	0.1721332	0.2337076	0.02864241	0.2082587	0.3286526	0.04730745	-0.01187196
PRAS40_pT246	-0.038357	0.31883	-0.084816	0.047738	0.022855	0.18657	0.12379	-0.025507	0.1495	-0.2357	0.1245	-0.019368	0.062146	0.045491	0.030638	0.054936	0.15562	-0.010033	0.19088	0.014051	0.062056	0.2465	0.17594	-0.02668	-0.049722	-0.031001	-0.025066	-0.10104	0.10884	0.057963	-0.079515	-0.051984	0.0051418	-0.020575	0.18354	0.26521	-0.096707	0.1371	-0.046972	0.020042	0.052605	0.13465	0.19211	0.23716	0.00026754	0.094012	0.16294	0.085483	-0.32041	0.129	0.013525	0.023873	0.11825	0.083799	0.2788	0.20448	-0.00066848	0.031322	0.15691	0.034261	0.18032	0.030099	0.00012744	0.078028	0.14624	0.10359	-0.11853	0.10965	-0.20416	0.028989	0.19954	-0.081175	-0.0054186	0.25395	0.11419	0.5624	0.24771	0.044379	0.023262	0.086257	-0.024868	0.13175	0.1209	0.098334	0.13686	0.19789	-0.012127	-0.022364	0.077404	-0.13057	0.076183	0.17366	0.011471	0.034597	-0.24281	0.061133	0.018061	0.11891	0.15482	-0.089448	-0.25309	-0.042256	0.037448	0.15154	0.012399	-0.023706	0.056483	-0.1132	0.05281	-0.10845	0.068065	0.19604	0.39823	0.1091	0.2356	0.073493	-0.039591	0.0026648	0.56264	0.0021644	-0.16578	0.14178	0.030468	0.033039	-0.11897	-0.129	0.061648	-0.13238	0.14444	0.15262	0.10575	0.079931	0.060781	0.21099	0.0097207	0.10816	0.090893	0.21936	0.062212	-0.35108	0.10824	-0.036955	-0.13903	0.10167	0.024167	-0.062853	0.03313	0.06559	-0.034777	0.20732	0.070639	0.19283	0.128	-0.038053	0.027634	0.15241	0.12295	-0.34684	-0.15991	-0.1163	0.16973	0.037181	0.016868	0.10033	0.32113	0.1104	0.14215	0.022922	-0.046987	0.10437	0.1017	0.055115	0.15867	0.083262	0.12095	0.09423	0.13633	0.045246	0.070585	0.37511	0.081411	0.15089	0.14416	-0.27083
PRC1_pT481	-0.3741928	-0.4808936	-0.3384664	-0.2648558	-0.1058907	-0.2075662	-0.4327663	-0.5193167	-0.2768414	-0.3171077	-0.1929037	-0.3302643	-0.1147797	-0.3852131	-0.3674797	0.05007403	-0.3825426	-0.5419082	-0.2930865	-0.3889706	-0.3708369	-0.3992524	-0.3849262	-0.2874471	-0.3163965	-0.277248	-0.5857684	-0.4957913	-0.3034702	-0.4071549	-0.2898187	-0.2896212	-0.3078447	-0.540694	-0.3085625	-0.2843694	-0.2810315	-0.2878859	-0.4807206	-0.441465	-0.07253478	-0.1561344	-0.386383	-0.2748129	-0.1822544	-0.3072276	-0.3514147	-0.4832844	-0.3876166	-0.2558207	-0.2388439	-0.2022198	-0.3127336	-0.1206864	-0.2228615	-0.3845137	-0.2684732	-0.09019193	0.138728	-0.2417784	-0.3453525	-0.3524675	-0.451073	-0.4603928	-0.3767563	0.07176806	-0.4201645	-0.3630476	-0.3741751	-0.5328732	-0.3730496	-0.288935	-0.2649065	-0.3421988	-0.540738	0.6727864	-0.06240593	-0.3284002	-0.4317435	-0.1816187	-0.5259357	-0.3210192	-0.456592	-0.3173556	-0.4622565	-0.1948757	-0.4652838	-0.3936749	-0.166454	-0.6604154	-0.1501378	-0.1898973	-0.1250166	-0.4271464	-0.5595781	-0.09839558	-0.4435891	0.04854756	-0.203059	-0.3947888	-0.5812285	-0.327066	-0.4052992	-0.5218344	-0.3385365	-0.5239837	-0.3597158	-0.3468469	-0.4050249	-0.7125565	-0.4119561	-0.172132	-0.2942501	-0.2557952	-0.2257326	-0.4914485	-0.493337	-0.3853467	0.05128812	-0.1688448	-0.362215	-0.2409676	-0.3546987	-0.4911814	-0.5036566	-0.4364869	-0.4888098	-0.4865396	-0.1727741	-0.3999899	-0.3531225	-0.2577081	-0.4918484	-0.2842807	-0.4524337	-0.4656373	-0.1628743	-0.1560645	-0.3332781	-0.4604007	0.04155326	-0.2218409	-0.4118475	-0.3848698	-0.4340007	-0.3348868	-0.305155	-0.1153265	-0.3468469	0.0877021	-0.3042836	-0.2377756	-0.3811561	-0.4222569	-0.2988906	-0.2410502	-0.3605806	-0.3729218	-0.2561438	-0.3077875	-0.3713444	-0.3248074	-0.3305056	-0.5496656	-0.07970672	-0.4202092	-0.2662606	0.02517486	-0.2492461	-0.1922036	-0.4153136	-0.198055	-0.3668245	-0.479781	-0.3208343	-0.2837656	-0.3544832	-0.358934	-0.3789567	-0.183367	-0.3929635	-0.3259207	-0.2504282	-0.4525545
PRDX1	0.38647	0.77835	0.12326	0.3532	-0.021907	0.36773	0.39671	0.30102	-0.0033264	0.059758	0.10817	0.2958	-0.22493	0.31393	0.30906	0.16613	0.19868	0.45792	0.23943	0.34619	0.32841	0.25579	0.2031	0.186	0.44423	-0.15052	0.55545	0.1076	0.51035	0.18543	0.15607	-0.1568	0.29137	0.6815	0.45417	0.4441	0.3661	0.41016	0.16878	0.29201	0.13628	0.41185	0.40078	0.41392	0.14551	0.33281	0.3108	0.37224	0.69597	0.62094	0.51747	0.37305	0.28331	0.39528	0.22364	0.43357	0.52866	0.24497	0.16974	0.083153	0.24192	0.42438	0.26372	0.52846	0.38796	-0.050775	0.47115	0.44971	0.01731	0.26668	0.091411	0.33285	0.41347	0.39537	0.22695	0.43724	0.18051	0.37652	0.26662	0.27926	0.26153	0.2656	-0.28086	0.097026	0.21882	0.33857	0.20513	0.18577	0.33981	-0.25474	-0.20319	0.26568	0.27533	0.37375	-0.49088	-0.22856	0.26199	-0.18866	0.13362	0.33528	0.12716	0.22628	0.37493	0.44081	0.30183	0.29363	0.070571	-0.3379	0.3112	0.067482	0.22858	0.31551	0.27745	0.25113	0.40589	0.30504	0.15415	-0.018461	0.090977	0.10385	0.36635	0.19376	0.29678	0.22687	0.2588	0.58351	0.40166	0.22269	0.21632	1.1158	0.16865	0.42414	-0.36248	0.26552	0.52249	0.13453	0.3339	0.36575	0.43008	-0.38647	-0.012734	0.3145	0.15176	0.49548	0.23041	0.26854	0.35665	0.21954	0.25959	0.2364	0.41318	0.42606	0.24611	0.043541	0.18556	0.37932	0.2377	0.46141	0.17658	-0.15935	0.37477	0.55221	0.14255	0.88364	0.33922	0.37109	0.50211	-0.23521	0.54377	0.33355	0.77338	0.36012	0.37494	0.33047	0.37013	0.41304	0.37876	0.32427	0.28436	0.48598	0.41024	0.28534	0.23055	0.89306
PREX1	0.55872	-0.15985	-0.16101	0.72686	0.50644	0.56528	0.54856	0.046728	-0.22815	0.36242	0.40233	0.40204	-0.67019	0.40094	0.59803	0.61003	0.72049	0.42754	0.76455	0.3325	0.35773	0.69848	0.60182	0.48332	0.5043	0.021905	0.33	0.67046	0.63497	0.6703	0.14914	-0.91099	0.54326	-0.49388	0.59836	0.18122	0.49718	0.72875	0.38037	0.35816	0.79123	-0.1087	0.46444	0.69883	0.25837	0.5744	0.31482	0.44648	0.93929	0.1242	-0.35906	0.3838	0.65803	0.31129	0.2485	0.5548	-0.33161	0.60353	0.46808	0.52027	0.77578	0.4659	0.43016	0.034443	0.58434	0.086953	-0.71952	0.57868	-0.3729	0.46928	0.47137	0.20157	0.37872	0.58775	0.47333	-0.83017	0.23613	0.43129	0.52648	0.48362	0.78952	0.49586	0.074834	0.64752	0.62101	0.5263	0.56816	0.58896	-0.29709	-0.18214	0.10609	0.0098477	0.47725	0.20036	-0.6786	0.096353	0.54541	0.50982	0.32645	0.254	1.0229	0.16941	0.59305	-0.62232	0.38928	0.56925	0.43909	-0.80578	0.61732	0.50984	0.56111	-0.050934	0.75739	-0.36409	0.070507	0.83653	0.029692	-0.15822	0.5663	-0.30929	0.30084	0.29301	0.6082	0.4194	-0.17023	-0.26355	0.59906	0.44366	0.43266	-0.44314	0.58626	0.49463	0.58603	0.56365	0.20165	0.4314	0.40576	0.26043	0.50698	-0.025743	0.057138	0.58282	0.54482	0.40331	0.5634	0.35764	0.41843	0.73996	0.42679	-0.18861	0.41998	0.49693	0.56838	0.10725	0.26328	0.38678	0.51984	-0.18523	1.2672	-0.0077047	0.48955	0.58533	0.32137	0.59688	0.51293	0.3217	0.87233	-0.35077	-0.19861	0.43192	-0.22964	0.71577	0.49187	0.12552	0.58619	0.5959	0.57391	0.54606	0.74744	-0.1808	0.63715	0.62788	-0.1239	0.19388
PTEN	0.0976	0.011563	-1.0071	0.29399	0.30674	0.20393	0.20439	0.093081	-0.03021	0.40402	0.2983	0.14369	0.11364	0.20603	-0.12709	0.28921	0.33237	0.051153	0.27658	0.10493	0.12754	0.10004	0.31531	0.33892	0.094771	0.083892	-0.02938	0.15633	0.20922	0.08251	0.13414	-0.13127	0.066745	-0.17677	0.053203	0.39911	-0.16368	0.26933	0.22539	-0.2043	0.11407	0.11309	0.11331	0.14029	0.20268	0.23381	0.29644	-0.029671	-0.21253	-0.12156	-0.2579	0.12812	0.24997	0.12605	0.12193	0.11987	-0.48617	0.081633	0.16803	0.24513	0.40532	0.24302	0.21189	-0.057313	0.14221	0.28887	-0.46555	0.17268	0.16586	0.21482	0.25152	0.064271	0.14217	0.28901	0.26541	-0.72918	0.020377	0.21663	0.25596	0.15228	-0.15911	0.21813	0.37135	0.3264	0.20393	0.042693	0.23022	0.1691	-0.016685	0.53225	0.39965	0.024166	0.16352	0.21152	0.3358	0.5432	0.13251	0.45607	0.42189	0.027404	0.68973	0.14583	0.23467	-1.0557	0.079577	0.29364	0.11065	0.24946	0.22043	0.16054	0.23274	0.34153	0.36883	-1.2063	0.0060217	0.13705	-0.042853	0.081544	-0.17068	0.28697	-0.20356	-0.12849	0.057626	-0.025876	-0.17541	-0.29909	0.14417	0.26551	0.24237	-1.043	0.32367	0.088393	-0.60169	0.01726	-0.58608	0.30122	-0.16213	0.067343	0.024073	0.18303	0.27926	0.16732	0.20065	0.10823	0.24705	0.050476	0.29384	0.078423	0.22843	-0.3979	0.53145	0.19527	0.27643	0.095268	0.087755	0.15587	0.18284	-0.1842	0.52684	0.35977	0.18748	-0.015125	0.12543	0.13125	0.17059	0.18363	0.14406	0.48618	-0.1474	0.18222	-0.70976	0.20315	0.098464	-0.26579	0.21118	0.074533	0.11955	0.45145	0.24938	-0.50662	0.24857	0.24137	-0.37771	-0.060996
PTPN12	-0.1708006	-0.6521636	-0.5789427	-0.3106077	-0.04585407	-0.3330422	-0.7987714	-0.3091231	-0.3626572	-0.2706407	-0.1615515	-0.1109011	-0.4060326	-0.6248133	-0.9922355	-0.3945187	-0.2723678	-0.6978083	-0.3192114	-0.08273851	-0.1725656	-0.4467838	-0.251841	0.1543634	-0.7871243	-0.1685483	-0.6326217	0.08348172	-0.3423085	-0.160874	-0.1659512	-0.2837571	-0.3672281	-0.5195154	-0.642618	-0.1519532	-0.70545	-0.258241	-0.2574547	-0.354628	0.3011386	-0.4164543	-0.1417575	-0.3900987	-0.2484699	-0.400488	-0.3616161	-0.3650556	-1.208258	-0.1354121	-0.6775566	-0.002467901	-0.3759876	-0.2501853	-0.6342048	-0.6577779	-0.5648423	0.1235984	0.06262225	-0.2147285	-0.4321298	-0.2896405	0.2156676	-0.3872959	-0.2627955	-0.3904	-0.4129961	-0.4318124	-0.4892773	-0.4311512	-0.3727831	-0.04057332	-0.3411736	-0.4255155	-0.3603874	-0.5062854	-0.5275817	-0.1082061	-0.2895007	-0.5852023	-0.755875	-0.4498167	-0.07979728	-0.2523731	-0.1840837	-0.3458952	-0.4505211	-0.5130397	0.3700306	-0.1040931	0.01453116	-0.4607655	-0.1351647	-0.7530952	0.6294337	0.1476779	-0.3607695	0.09063407	-0.1993512	-0.6470981	-0.1409187	-0.385657	-0.4951657	-0.8536228	-0.3638026	-0.4081456	-0.43363	-0.9436062	-0.3245188	-0.2389969	-0.3168401	-0.2749491	-0.2626663	-0.6395695	-0.1072011	-0.77645	0.05103349	0.01540175	-0.3371457	0.05958382	-0.5821532	-0.3930081	-0.2720715	-0.4601416	-0.403774	-0.4960315	-0.02036977	-0.1037702	-0.1969367	-0.6412364	-0.1774377	-0.2373859	-0.3247932	-0.035712	-0.2785521	-0.4949161	-0.5247262	-0.4758495	-0.4709075	0.540564	0.2816773	-0.1753667	-0.6236458	-0.505324	-0.1190372	-0.373579	-0.3094783	-0.1960925	-0.5886332	0.101346	-0.4780593	-0.5450211	-0.2126442	0.2011052	-0.1949619	-0.5761088	-0.2950717	-0.2235444	0.3493603	0.01831639	-0.2203067	-0.4835866	-0.2603326	-0.3004818	0.07223747	-0.3144201	-0.2725503	0.04625891	-0.3905452	-0.1990971	-0.4035051	-0.01906841	-0.4464178	-0.001903257	-0.4224714	-1.089376	-0.6138056	-0.2886887	-0.1439841	-0.3006805	-0.08801916	-0.4173624	-0.2577404	-0.1802448
Puma	-1.062859	-0.186799	-0.1083212	-0.5382451	-0.09329057	-0.7459034	-0.4270822	-0.6692984	-0.5187501	-0.8101711	-0.6196261	-0.5388097	-0.6194058	-0.7348535	-0.4693692	-0.5056865	-0.774629	-0.2565727	-0.9507008	-0.2968917	-0.5157517	-0.8725212	-0.7916407	-0.387402	-0.4720624	-0.7631753	-0.5216749	-0.4631269	-0.7822321	-0.7339869	-0.3678508	-0.3437896	-0.784729	-0.2839864	-0.6775536	-0.6020113	-0.4897935	-0.7850271	-0.605942	-0.7518724	-0.6465844	-0.6916974	-0.5270054	-0.8490984	-0.7434946	-0.7249744	-0.9316493	-0.4391571	-0.2499517	-0.5080681	-0.5144296	-0.5521501	-0.7508202	-0.6415729	-0.4917833	-0.7640732	-0.6424529	-0.566588	-0.6270017	-0.485559	-0.9748917	-0.4998267	-0.5633652	-0.5154528	-0.7110765	0.01999347	-0.4965616	-0.6877344	-0.1741742	-0.6879696	-0.287872	0.3606522	-0.5020606	-0.5724305	-0.4428251	-0.8621716	-0.7145871	-0.4304769	-0.5773227	-0.8018428	-0.3490289	-0.498417	-0.6059182	-0.6595944	-0.9060154	-0.4600056	-0.8030666	-0.5398927	-0.7639926	0.1812732	-0.7023195	-0.6240559	-0.6951763	-0.353774	-0.2971443	-0.5107165	-0.5261812	-0.738434	-0.6938015	-0.3092467	-0.6802158	-0.4979997	-0.4513506	-0.3723043	-0.6275944	-0.4967089	-0.5073595	-0.4275562	-0.6291475	-0.3999161	-0.4486116	-0.5324973	-0.9498626	-0.67781	-0.6230177	-0.641822	-0.3184945	-0.2674758	-0.3844419	-0.3203672	-0.6036001	-0.7755268	-0.4468754	-0.6242453	-0.6447187	-0.676281	-0.3920907	-0.4149171	-0.5535984	-0.4091588	-0.5736229	-0.5550848	-0.3605701	-0.8726335	-0.3030886	-0.6710157	-0.6404262	-0.7216079	-0.6574979	0.08011612	-0.3628289	-0.804171	-0.8363118	-0.622071	-0.8243536	-0.7642731	-0.6167019	-0.4445367	-0.3195992	-0.5722061	-0.4170422	-0.1502991	-0.7467628	-0.6920551	-0.5229716	-0.8117779	-0.4595461	-0.8206991	-0.7552176	-0.5744365	-0.6877024	-0.6185423	-0.962179	-0.789779	-0.4778944	-0.4808542	-0.8761261	-0.48522	-0.4008475	-0.8254679	-0.6853639	-0.7433017	-0.6221901	-0.5135494	-0.7154706	-0.3005461	-0.206266	-0.4930128	-0.7228741	-0.776435	-0.7779428	-0.9804393	-0.7801907	-0.02662753
PYGB																																																																																																																																																																																								
PYGL																																																																																																																																																																																								
PYGM																																																																																																																																																																																								
Pyk2_pY402	0.09240338	-0.1670686	-0.02959581	-0.02836632	0.2491802	0.2156602	0.07135899	-0.0682989	-0.1080216	-0.04817517	0.05902448	-0.1052882	0.1514543	-0.09564778	0.03303197	0.3157471	-0.02322776	0.004272802	0.1133391	-0.1501733	-0.1018249	0.2384622	0.02397031	0.006408392	0.2122699	-0.1472684	-0.175788	0.05423288	0.08775361	-0.01894087	-0.1873829	-0.03672779	-0.1256171	-0.1720211	0.07467993	-0.02026885	-0.2458323	-0.02202766	-0.04331568	-0.09328147	0.0649362	0.3400874	-0.2362164	0.1537126	0.042932	0.1511165	-0.06473023	0.1322912	-0.1877111	-0.1666082	-0.05568555	0.03076395	0.4406207	-0.01163282	0.3940282	-0.04453643	-8.662722e-05	0.3648201	0.176094	-0.2679567	0.06150246	0.03095998	-0.1531372	-0.1481885	0.2508558	0.1642052	0.04797294	0.1271577	-0.1247452	-0.09165556	-0.185541	0.05376751	0.1005831	0.176481	-0.03234851	0.2271917	-0.0649487	0.0888174	-0.08300958	0.2288709	-0.2954787	0.1848624	-0.05209982	0.3020756	-0.05605231	-0.08313198	0.00670731	-0.1275316	0.03554983	-0.2709766	0.1409964	-0.1402344	0.188017	-0.06286184	-0.2876364	0.04292598	0.08045978	-0.1067135	-0.233532	-0.170674	-0.2542823	0.04999074	0.0002901078	-0.02578917	-0.07221813	-0.2803373	0.1952377	-0.1205619	-0.05109005	-0.2595845	-0.07098839	0.1796797	0.1048891	-0.2659702	-0.2011035	-0.05864423	-0.1546018	-0.1006689	0.5511169	-0.2182927	-0.09773954	-0.02207174	0.1826046	-0.04463439	-0.1411162	0.003537842	-0.06368484	-0.2582891	0.02708521	-0.1616116	0.3135422	0.03546244	-0.1795349	0.01418728	-0.05805644	-0.0537094	-0.0137932	0.3340377	-0.04657426	-0.3590573	0.3185584	0.1673751	-0.1128754	-0.004339013	-0.02435924	0.07322943	0.06613644	0.1975888	-0.107277	-0.06943574	-0.07971744	-0.005005187	-0.008923675	-0.008169677	0.1812288	0.03704878	0.04811484	-0.09767044	-0.04834172	-0.09577034	0.1268988	-0.001898422	-0.04626054	-0.08611529	0.396029	0.0601065	0.1780341	0.04595497	0.1344857	0.2039729	0.0559327	0.1330505	0.1336826	-0.07568631	-0.1315195	0.04838401	-0.1581974	-0.07931112	0.1750063	0.03530512	0.1730327	0.01124389	-0.07616101	-0.1895579
